Player,Season,Placement,Team,BMI,region
crisp,2019 summer,1.0,⁠⁠fpx,19.177677,cn
crisp,2020 spring,3.0,⁠⁠fpx,18.966822,cn
crisp,2020 summer,4.0,⁠⁠fpx,19.8096,cn
crisp,2021 spring,2.0,⁠⁠fpx,19.5677,cn
crisp,2021 summer,2.0,⁠⁠fpx,19.44614,cn
crisp,2022 spring,7.5,⁠⁠blg,19.686443,cn
crisp,2022 summer,9.5,⁠⁠blg,,cn
crisp,2023 spring,5.5,⁠⁠wbg,20.219395,cn
insulator,2021 spring,16.0,⁠⁠es,20.729755,cn
namei,2013 spring,2.0,⁠⁠pe,,cn
namei,2013 summer,1.0,⁠⁠pe,,cn
namei,2014 spring,1.0,⁠⁠edg,,cn
namei,2014 summer,1.0,⁠⁠edg,20.136103,cn
namei,2015 spring,10.5,⁠⁠shr,,cn
namei,2015 summer,10.5,⁠⁠kng,19.83855,cn
namei,2016 spring,1.0,⁠⁠rng,19.14586,cn
kane_(chen_hao),2019 summer,16.0,⁠⁠omg,20.140747,cn
kane_(chen_hao),2021 spring,15.0,⁠⁠omg,19.980402,cn
aodi,2017 summer,1.0,⁠⁠edg,21.887928,cn
aodi,2018 summer,7.0,⁠⁠vg,23.27314,cn
aodi,2020 spring,5.5,⁠⁠edg,21.559074,cn
aodi,2020 summer,10.0,⁠⁠edg,23.23291,cn
aodi,2021 spring,12.0,⁠⁠v5,23.687157,cn
romantic,2016 spring,5.0,⁠⁠epa,,cn
bin_(chen_ze-bin),2020 spring,11.0,⁠⁠sn,20.576998,cn
bin_(chen_ze-bin),2020 summer,1.0,⁠⁠sn,21.16248,cn
bin_(chen_ze-bin),2021 spring,5.5,⁠⁠sn,22.664545,cn
bin_(chen_ze-bin),2021 summer,9.5,⁠⁠sn,21.463675,cn
bin_(chen_ze-bin),2022 spring,1.0,⁠⁠rng,20.459536,cn
bin_(chen_ze-bin),2022 summer,9.5,⁠⁠blg,22.665697,cn
bin_(chen_ze-bin),2023 spring,2.0,⁠⁠blg,,cn
mitsuki,2019 spring,6.0,⁠⁠sdg,19.543211,cn
mitsuki,2020 summer,17.0,⁠⁠dmo,21.274677,cn
zwuji,2019 spring,15.0,⁠⁠rw,20.195076,cn
zwuji,2019 summer,13.0,⁠⁠rw,20.00541,cn
zwuji,2020 spring,13.0,⁠⁠rw,20.206944,cn
zwuji,2020 summer,15.0,⁠⁠rw,20.472069,cn
zwuji,2021 summer,14.0,⁠⁠rw,21.741425,cn
bai_(yu_tan-hao),2019 spring,5.5,⁠⁠sdg,,cn
bai_(yu_tan-hao),2019 summer,11.0,⁠⁠dmo,,cn
bai_(yu_tan-hao),2020 spring,14.0,⁠⁠dmo,21.063292,cn
zdz,2019 spring,16.0,⁠⁠vg,19.584717,cn
zdz,2021 summer,14.0,⁠⁠rw,19.426146,cn
zdz,2022 spring,13.0,⁠⁠al,19.724167,cn
zdz,2022 summer,11.0,⁠⁠al,,cn
zdz,2023 spring,16.0,⁠⁠al,19.89185,cn
alielie,2021 spring,15.0,⁠⁠omg,19.120674,cn
zangao,2015 spring,10.5,⁠⁠ep,,cn
da7,2013 summer,2.0,⁠⁠omg,,cn
da7,2014 spring,8.0,⁠⁠pe,,cn
da7,2014 summer,3.0,⁠⁠omg,,cn
funny,2015 summer,10.5,⁠⁠up,21.943829,cn
funny,2016 summer,5.0,⁠⁠lgd,,cn
funny,2017 spring,6.0,⁠⁠lgd,,cn
soul_(zhou_feng),2016 spring,5.0,⁠⁠epa,21.01006,cn
soul_(zhou_feng),2017 spring,6.0,⁠⁠gt,22.897255,cn
yui,2020 summer,17.0,⁠⁠dmo,18.971527,cn
babo,2018 spring,7.5,⁠⁠we,23.922695,cn
babo,2018 summer,6.0,⁠⁠we,22.900406,cn
easy_(ni_jia-an),2013 spring,8.0,⁠⁠ws,,cn
iiann,2019 spring,9.0,⁠⁠blg,19.455742,cn
wuxx,2015 spring,6.5,⁠⁠kng,19.892952,cn
wuxx,2015 summer,10.5,⁠⁠rng,,cn
wuxx,2016 spring,1.0,⁠⁠rng,19.76392,cn
wuxx,2017 summer,1.0,⁠⁠rng,20.076603,cn
fzzf,2013 spring,4.0,⁠⁠we,,cn
fzzf,2013 summer,3.0,⁠⁠we,,cn
fzzf,2014 spring,1.0,⁠⁠edg,,cn
fzzf,2014 summer,1.0,⁠⁠edg,19.551968,cn
bkr,2023 spring,12.0,⁠⁠ra,21.258423,cn
invincible,2021 spring,12.0,⁠⁠v5,21.627745,cn
invincible,2021 summer,17.0,⁠⁠v5,19.962038,cn
invincible,2022 spring,1.0,⁠⁠v5,20.209911,cn
invincible,2023 spring,13.0,⁠⁠nip,20.712006,cn
tale,2015 spring,10.5,⁠⁠gt,20.395758,cn
garvey,2019 summer,14.0,⁠⁠lgd,19.040382,cn
garvey,2020 summer,6.0,⁠⁠lgd,19.33783,cn
garvey,2021 spring,14.0,⁠⁠lgd,20.242584,cn
garvey,2021 summer,11.0,⁠⁠lgd,19.729635,cn
garvey,2022 spring,16.0,⁠⁠lgd,19.451197,cn
zhenlong,2013 summer,7.0,⁠⁠yg,,cn
zhenlong,2014 summer,7.0,⁠⁠yg,,cn
yuyanjia,2020 spring,2.0,⁠⁠tes,19.845108,cn
yuyanjia,2020 summer,1.0,⁠⁠tes,19.791885,cn
yuyanjia,2021 summer,5.0,⁠⁠tes,20.26851,cn
yuyanjia,2022 spring,9.5,⁠⁠ra,20.365898,cn
yuyanjia,2022 summer,16.0,⁠⁠ra,,cn
lovecd,2015 spring,10.5,⁠⁠m3,,cn
lovecd,2015 summer,8.0,⁠⁠m3,21.064215,cn
yuuki_(hu_hao-ming),2018 spring,6.0,⁠⁠lgd,20.723183,cn
yuuki_(hu_hao-ming),2018 summer,5.0,⁠⁠lgd,22.306818,cn
yuuki_(hu_hao-ming),2019 spring,11.0,⁠⁠lgd,21.818558,cn
yuuki_(hu_hao-ming),2019 summer,14.0,⁠⁠lgd,21.418108,cn
yuuki_(hu_hao-ming),2020 spring,15.0,⁠⁠lgd,22.611805,cn
wisdomz,2017 summer,5.0,⁠⁠im,19.736874,cn
wisdomz,2018 spring,3.0,⁠⁠blg,20.009079,cn
helios_(yuen_hei_hiun),2015 spring,10.5,⁠⁠ep,,cn
mlxg,2015 spring,6.5,⁠⁠kng,,cn
mlxg,2015 summer,10.5,⁠⁠rng,,cn
mlxg,2016 spring,1.0,⁠⁠rng,20.306364,cn
mlxg,2016 summer,2.0,⁠⁠rng,,cn
mlxg,2017 spring,2.0,⁠⁠rng,20.142326,cn
mlxg,2017 summer,2.0,⁠⁠rng,20.142326,cn
mlxg,2018 spring,1.0,⁠⁠rng,,cn
mlxg,2018 summer,1.0,⁠⁠rng,19.443407,cn
xiye,2014 summer,8.0,⁠⁠we.a,,cn
xiye,2015 spring,6.5,⁠⁠we,,cn
xiye,2015 summer,10.5,⁠⁠we,19.995613,cn
xiye,2016 spring,3.0,⁠⁠we,19.257221,cn
xiye,2016 summer,2.0,⁠⁠we,,cn
xiye,2017 spring,1.0,⁠⁠we,18.856657,cn
xiye,2017 summer,1.0,⁠⁠we,20.776356,cn
xiye,2018 spring,7.5,⁠⁠we,20.258537,cn
xiye,2018 summer,6.0,⁠⁠we,20.036749,cn
xiye,2019 spring,7.5,⁠⁠we,20.142433,cn
xiye,2019 summer,9.0,⁠⁠we,20.840519,cn
xiye,2020 spring,14.0,⁠⁠dmo,,cn
xiye,2020 summer,2.0,⁠⁠lgd,19.749252,cn
xiye,2021 spring,4.0,⁠⁠jdg,19.294064,cn
xiye,2021 summer,11.0,⁠⁠lgd,20.163074,cn
xiye,2022 spring,15.0,⁠⁠we,19.715845,cn
xiye,2022 summer,17.0,⁠⁠we,,cn
bless_(xiang_yi-tong),2019 summer,11.0,⁠⁠dmo,20.138466,cn
bless_(xiang_yi-tong),2020 spring,14.0,⁠⁠dmo,19.689203,cn
bless_(xiang_yi-tong),2021 spring,13.0,⁠⁠tt,19.347427,cn
water_(fu_hui),2018 summer,7.0,⁠⁠vg,19.21804,cn
water_(fu_hui),2022 spring,13.0,⁠⁠al,,cn
water_(fu_hui),2022 summer,16.0,⁠⁠ra,19.934519,cn
chaoxi,2020 spring,14.0,⁠⁠dmo,,cn
chaoxi,2020 summer,17.0,⁠⁠dmo,18.850933,cn
view,2021 summer,9.0,⁠⁠sn,,cn
view,2022 spring,15.0,⁠⁠we,21.178402,cn
view,2022 summer,17.0,⁠⁠we,,cn
lucky_(liu_jun-jie),2013 spring,5.0,⁠⁠ryl,,cn
lucky_(liu_jun-jie),2013 summer,2.0,⁠⁠ryl,,cn
lucky_(liu_jun-jie),2020 spring,7.5,⁠⁠es,,cn
lucky_(liu_jun-jie),2020 summer,16.0,⁠⁠es,24.540447,cn
hensen,2013 spring,7.0,⁠⁠woa,,cn
wings_(wang_shu-kai),2020 summer,12.0,⁠⁠blg,22.15165,cn
skye,2015 spring,6.5,⁠⁠kng,21.212784,cn
skye,2015 summer,10.5,⁠⁠rng,,cn
skye,2017 spring,4.0,⁠⁠nb,,cn
skye,2017 summer,6.0,⁠⁠nb,21.503716,cn
chaox,2013 spring,1.0,⁠⁠tsm,21.838837,cn
chaox,2014 summer,5.0,⁠⁠clg,,cn
hery,2022 summer,15.0,⁠⁠up,21.574078,cn
hery,2023 spring,17.0,⁠⁠up,20.517246,cn
jerry_(zhou_ke-xue),2022 summer,8.0,⁠⁠omg,24.553452,cn
jerry_(zhou_ke-xue),2023 spring,6.0,⁠⁠omg,23.153433,cn
pomelo,2013 spring,1.0,⁠⁠omg,,cn
pomelo,2013 summer,1.0,⁠⁠omg,,cn
pomelo,2014 spring,3.0,⁠⁠omg,,cn
pomelo,2014 summer,2.0,⁠⁠omg,,cn
game,2014 spring,8.0,⁠⁠pe,,cn
iboy,2017 summer,1.0,⁠⁠edg,20.14318,cn
iboy,2018 spring,2.0,⁠⁠edg,20.199856,cn
iboy,2018 summer,1.0,⁠⁠edg,19.839758,cn
iboy,2019 spring,7.5,⁠⁠edg,19.482178,cn
iboy,2019 summer,5.0,⁠⁠edg,20.100998,cn
iboy,2020 spring,9.0,⁠⁠vg,19.761192,cn
iboy,2020 summer,11.0,⁠⁠vg,21.17573,cn
iboy,2021 spring,7.5,⁠⁠ra,19.767933,cn
iboy,2021 summer,4.0,⁠⁠ra,19.460104,cn
iboy,2022 spring,9.5,⁠⁠ra,18.846447,cn
iboy,2022 summer,16.0,⁠⁠ra,,cn
hwq,2019 summer,13.0,⁠⁠rw,20.475376,cn
bright,2019 spring,14.0,⁠⁠omg,20.583874,cn
bright,2021 spring,15.0,⁠⁠omg,22.952322,cn
papillon,2017 spring,5.0,⁠⁠vg,20.294117,cn
tts,2022 spring,1.0,⁠⁠v5,,cn
pianzhi,2020 summer,14.0,⁠⁠omg,18.72221,cn
jiaoyang,2015 summer,10.5,⁠⁠up,,cn
fan_(liu_yi-fan),2013 spring,8.0,⁠⁠ws,,cn
fan_(liu_yi-fan),2015 summer,5.0,⁠⁠lgd,20.588608,cn
icon,2016 spring,5.0,⁠⁠omg,20.297956,cn
icon,2016 summer,6.0,⁠⁠omg,,cn
icon,2017 spring,4.0,⁠⁠omg,20.518654,cn
icon,2017 summer,3.0,⁠⁠omg,21.825829,cn
icon,2018 spring,6.0,⁠⁠omg,21.69582,cn
icon,2018 summer,7.0,⁠⁠omg,21.27558,cn
icon,2019 spring,14.0,⁠⁠omg,21.281303,cn
icon,2019 summer,16.0,⁠⁠omg,21.191582,cn
icon,2020 spring,12.0,⁠⁠omg,20.041395,cn
icon,2020 summer,14.0,⁠⁠omg,21.645382,cn
icon,2021 spring,9.5,⁠⁠lng,21.079487,cn
icon,2021 summer,2.0,⁠⁠lng,21.454884,cn
icon,2022 summer,9.5,⁠⁠blg,20.313026,cn
y1han,2017 spring,1.0,⁠⁠rng,20.263163,cn
y1han,2017 summer,1.0,⁠⁠rng,19.504005,cn
y1han,2018 spring,5.0,⁠⁠fpx,19.453928,cn
y1han,2018 summer,6.0,⁠⁠we,19.303875,cn
y1han,2019 spring,13.0,⁠⁠v5,19.352354,cn
y1han,2019 summer,16.0,⁠⁠omg,19.69817,cn
kylin,2016 summer,6.0,⁠⁠sat,21.141602,cn
kylin,2018 spring,6.0,⁠⁠omg,,cn
kylin,2018 summer,7.0,⁠⁠omg,,cn
kylin,2019 spring,14.0,⁠⁠omg,,cn
photic,2020 spring,4.0,⁠⁠tes,20.993706,cn
photic,2022 spring,3.0,⁠⁠v5,19.804039,cn
photic,2022 summer,4.0,⁠⁠v5,19.810936,cn
photic,2023 spring,13.0,⁠⁠nip,20.292715,cn
mole,2018 spring,5.5,⁠⁠blg,20.384033,cn
mole,2018 summer,6.0,⁠⁠blg,22.814886,cn
mole,2019 spring,7.0,⁠⁠edg,20.902792,cn
mole,2019 summer,12.0,⁠⁠v5,21.042627,cn
mole,2020 spring,17.0,⁠⁠v5,20.550396,cn
mole,2020 summer,5.0,⁠⁠v5,21.051222,cn
mole,2021 spring,12.0,⁠⁠v5,21.865204,cn
mole,2021 summer,7.0,⁠⁠we,22.907215,cn
mole,2022 spring,14.0,⁠⁠ig,22.540865,cn
mole,2022 summer,13.0,⁠⁠ig,21.227188,cn
ss_(li_wen-xiao),2013 spring,8.0,⁠⁠ws,,cn
kmi,2014 spring,6.0,⁠⁠ryl,,cn
stay_(guo_yi-yang),2021 summer,7.0,⁠⁠we,23.016113,cn
stay_(guo_yi-yang),2022 spring,15.0,⁠⁠we,22.857866,cn
haokai,2013 spring,7.0,⁠⁠woa,,cn
melody_(liu_yi-fan),2020 spring,14.0,⁠⁠dmo,20.912966,cn
ping,2017 spring,3.0,⁠⁠qgr,19.949583,cn
ping,2017 summer,5.0,⁠⁠jdg,20.309727,cn
ping,2018 summer,4.0,⁠⁠fpx,20.772163,cn
ronaldo_(xu_jiang-jun),2016 spring,6.0,⁠⁠hyg,,cn
savoki,2016 spring,6.0,⁠⁠m3,23.51132,cn
savoki,2016 summer,3.0,⁠⁠gt,,cn
savoki,2017 spring,6.0,⁠⁠gt,24.551546,cn
san_(guo_jun-liang),2013 spring,1.0,⁠⁠omg,,cn
san_(guo_jun-liang),2013 summer,2.0,⁠⁠omg,,cn
san_(guo_jun-liang),2014 spring,3.0,⁠⁠omg,,cn
san_(guo_jun-liang),2014 summer,3.0,⁠⁠omg,,cn
san_(guo_jun-liang),2015 spring,3.0,⁠⁠omg,,cn
san_(guo_jun-liang),2015 summer,7.0,⁠⁠omg,20.59891,cn
yskm,2023 spring,11.0,⁠⁠ig,19.982012,cn
x1ri,2021 spring,13.0,⁠⁠tt,24.614166,cn
x1ri,2021 summer,16.0,⁠⁠tt,,cn
x1ri,2022 spring,16.0,⁠⁠lgd,,cn
x1ri,2022 summer,14.0,⁠⁠lgd,24.424486,cn
bao_(zhang_jia-zhi),2013 summer,6.0,⁠⁠lmq,,cn
bao_(zhang_jia-zhi),2014 spring,6.0,⁠⁠ryl,,cn
star_(fu_yang),2014 spring,5.0,⁠⁠lgd,,cn
star_(fu_yang),2014 summer,4.0,⁠⁠lgd,,cn
jinjin_(jin_guang-hua),2018 summer,6.0,⁠⁠we,,cn
jinjin_(jin_guang-hua),2019 summer,9.0,⁠⁠we,,cn
juicy,2023 spring,15.0,⁠⁠fpx,,cn
shanks,2021 spring,7.5,⁠⁠we,22.032133,cn
shanks,2021 summer,3.0,⁠⁠we,22.032133,cn
shanks,2022 spring,15.0,⁠⁠we,20.89396,cn
shanks,2022 summer,17.0,⁠⁠we,20.89396,cn
shanks,2023 spring,9.5,⁠⁠we,19.852581,cn
kui,2019 summer,14.0,⁠⁠lgd,20.73388,cn
kui,2021 spring,14.0,⁠⁠lgd,21.427256,cn
kui,2022 spring,16.0,⁠⁠lgd,21.485504,cn
kui,2022 summer,14.0,⁠⁠lgd,,cn
xiaoxiang,2020 spring,6.0,⁠⁠edg,20.070469,cn
xiaoxiang,2020 summer,10.0,⁠⁠edg,20.27643,cn
xiaoxiang,2022 spring,7.0,⁠⁠edg,20.570162,cn
xiaoxiang,2022 summer,12.0,⁠⁠tt,19.822605,cn
xiaoshi,2014 spring,8.0,⁠⁠pe,,cn
harder,2022 summer,11.0,⁠⁠al,21.491596,cn
harder,2023 spring,16.0,⁠⁠al,20.304993,cn
kaixuan,2020 summer,15.0,⁠⁠rw,25.276863,cn
kaixuan,2021 spring,17.0,⁠⁠rw,21.414597,cn
kaixuan,2021 summer,14.0,⁠⁠rw,21.795368,cn
bademan,2019 summer,14.0,⁠⁠lgd,19.587507,cn
laopi,2013 summer,8.0,⁠⁠ep.hk,,cn
shupian,2017 summer,6.0,⁠⁠lgd,21.545464,cn
dynamite,2023 spring,7.5,⁠⁠tes,,cn
xiaoyueji,2022 spring,14.0,⁠⁠ig,19.451443,cn
bing_(feng_jin-wei),2018 spring,5.0,⁠⁠fpx,20.774601,cn
kepler,2021 summer,17.0,⁠⁠v5,24.621267,cn
kepler,2022 summer,12.0,⁠⁠tt,21.045055,cn
candyseven,2015 spring,10.5,⁠⁠m3,19.143333,cn
candyseven,2017 spring,3.0,⁠⁠qgr,19.363827,cn
pzx,2021 summer,17.0,⁠⁠v5,22.68229,cn
eric_(he_qiang),2020 summer,14.0,⁠⁠omg,21.187222,cn
eric_(he_qiang),2021 spring,15.0,⁠⁠omg,22.422699,cn
eric_(he_qiang),2022 spring,16.0,⁠⁠lgd,19.457556,cn
eric_(he_qiang),2022 summer,14.0,⁠⁠lgd,,cn
time_(tang_jing-tai),2015 summer,3.0,⁠⁠ig,19.716572,cn
time_(tang_jing-tai),2016 spring,4.0,⁠⁠ig,,cn
kiwi,2018 summer,4.0,⁠⁠rw,21.188078,cn
xiaohan_(pan_han),2018 spring,4.0,⁠⁠jdg,23.919704,cn
xiaohan_(pan_han),2019 summer,10.0,⁠⁠jdg,23.014847,cn
xiaohan_(pan_han),2020 spring,17.0,⁠⁠v5,23.462688,cn
jingyi,2021 summer,1.0,⁠⁠fpx,21.246696,cn
xiaoxu,2023 spring,14.0,⁠⁠lgd,22.588226,cn
southwind,2019 spring,16.0,⁠⁠vg,23.852123,cn
southwind,2019 summer,15.0,⁠⁠vg,22.066784,cn
southwind,2020 spring,4.0,⁠⁠ig,22.756378,cn
southwind,2020 summer,3.0,⁠⁠ig,22.67773,cn
southwind,2022 spring,17.0,⁠⁠tt,20.362019,cn
southwind,2022 summer,12.0,⁠⁠tt,,cn
southwind,2023 spring,12.0,⁠⁠ra,20.530262,cn
misaya,2012 summer,6.5,⁠⁠we,,cn
misaya,2013 spring,4.0,⁠⁠we,,cn
misaya,2013 summer,3.0,⁠⁠we,,cn
ning,2017 summer,2.0,⁠⁠ig,20.824295,cn
ning,2018 spring,4.0,⁠⁠ig,21.20939,cn
ning,2018 summer,2.0,⁠⁠ig,22.51564,cn
ning,2019 spring,1.0,⁠⁠ig,20.963078,cn
ning,2019 summer,7.5,⁠⁠ig,19.478233,cn
ning,2020 spring,4.0,⁠⁠ig,19.760645,cn
ning,2020 summer,3.0,⁠⁠ig,20.44167,cn
ning,2023 spring,17.0,⁠⁠up,22.096342,cn
tbq,2014 spring,5.0,⁠⁠lgd,,cn
tbq,2014 summer,,⁠⁠lgd,,cn
tbq,2015 spring,2.0,⁠⁠lgd,,cn
tbq,2015 summer,1.0,⁠⁠lgd,19.553272,cn
tbq,2016 spring,5.0,⁠⁠omg,20.089207,cn
tbq,2017 summer,3.0,⁠⁠nb,20.010813,cn
zorah,2022 spring,9.0,⁠⁠ra,21.248276,cn
zorah,2022 summer,16.0,⁠⁠ra,,cn
cool,2013 spring,1.0,⁠⁠omg,,cn
cool,2013 summer,2.0,⁠⁠omg,,cn
cool,2014 spring,1.0,⁠⁠omg,,cn
cool,2014 summer,3.0,⁠⁠omg,,cn
cool,2015 spring,6.5,⁠⁠omg,21.656612,cn
cool,2015 summer,7.0,⁠⁠omg,19.161133,cn
cool,2016 spring,5.0,⁠⁠omg,20.050188,cn
cool,2016 summer,6.0,⁠⁠omg,,cn
cool,2017 spring,4.0,⁠⁠nb,20.243822,cn
cool,2017 summer,6.0,⁠⁠lgd,19.267353,cn
cool,2018 spring,5.0,⁠⁠fpx,20.854713,cn
cool,2018 summer,7.5,⁠⁠fpx,,cn
noname_(zhou_qi-lin),2013 summer,6.0,⁠⁠lmq,,cn
noname_(zhou_qi-lin),2014 summer,3.0,⁠⁠lmq,27.12069,cn
noname_(zhou_qi-lin),2015 summer,10.5,⁠⁠kng,,cn
noname_(zhou_qi-lin),2021 spring,15.0,⁠⁠omg,25.800617,cn
noname_(zhou_qi-lin),2021 summer,9.5,⁠⁠omg,,cn
noname_(zhou_qi-lin),2022 spring,11.0,⁠⁠omg,,cn
noname_(zhou_qi-lin),2022 summer,9.5,⁠⁠omg,27.473637,cn
noname_(zhou_qi-lin),2023 spring,9.5,⁠⁠tt,,cn
cat_(wu_yao),2017 summer,6.0,⁠⁠dan,20.394173,cn
cat_(wu_yao),2018 spring,7.0,⁠⁠top,20.375916,cn
cat_(wu_yao),2018 summer,6.0,⁠⁠top,20.073862,cn
cat_(wu_yao),2019 spring,3.0,⁠⁠top,19.620333,cn
luo_(yin_peng),2015 spring,10.5,⁠⁠ep,,cn
y4,2017 summer,1.0,⁠⁠rng,24.993,cn
y4,2018 spring,3.0,⁠⁠rng,,cn
y4,2018 summer,5.0,⁠⁠lgd,23.630484,cn
y4,2019 spring,13.0,⁠⁠v5,24.737087,cn
y4,2019 summer,12.0,⁠⁠v5,23.18163,cn
y4,2020 spring,17.0,⁠⁠v5,24.111002,cn
y4,2020 summer,5.0,⁠⁠v5,24.794914,cn
y4,2021 spring,12.0,⁠⁠v5,24.419518,cn
pdd,2013 spring,3.0,⁠⁠ig,,cn
pdd,2013 summer,5.0,⁠⁠ig,,cn
pdd,2014 spring,2.0,⁠⁠ig,,cn
viod_(lu_fan),2015 spring,4.0,⁠⁠ss,22.04346,cn
viod_(lu_fan),2022 spring,15.0,⁠⁠we,,cn
viod_(lu_fan),2022 summer,17.0,⁠⁠we,21.136238,cn
viod_(lu_fan),2023 spring,1.0,⁠⁠jdg,,cn
moon_(gu_yue-ze-yu),2016 spring,5.0,⁠⁠epa,21.180246,cn
miaoniu,2022 summer,15.0,⁠⁠up,20.423973,cn
wayward,2022 spring,2.0,⁠⁠tes,21.896786,cn
wayward,2022 summer,2.0,⁠⁠tes,21.896786,cn
wayward,2023 spring,7.5,⁠⁠tes,21.896786,cn
weixiao,2012 summer,6.5,⁠⁠we,,cn
weixiao,2013 spring,4.0,⁠⁠we,,cn
weixiao,2013 summer,3.0,⁠⁠we,,cn
weixiao,2014 spring,4.0,⁠⁠we,,cn
weixiao,2014 summer,5.0,⁠⁠we,,cn
weixiao,2019 spring,7.5,⁠⁠we,,cn
starlight,2017 spring,4.0,⁠⁠im,20.382513,cn
starlight,2017 summer,5.0,⁠⁠im,20.486904,cn
hulatang,2021 spring,9.5,⁠⁠lng,22.813715,cn
hulatang,2021 summer,8.0,⁠⁠lng,22.068336,cn
shenyi,2021 summer,1.0,⁠⁠fpx,21.082172,cn
shenyi,2022 spring,9.0,⁠⁠tsm,21.859718,cn
zz1tai,2013 spring,3.0,⁠⁠ig,,cn
zz1tai,2013 summer,5.0,⁠⁠ig,,cn
zz1tai,2014 spring,2.0,⁠⁠ig,,cn
zz1tai,2014 summer,,⁠⁠ig,,cn
zz1tai,2015 spring,3.0,⁠⁠ig,,cn
zz1tai,2015 summer,2.0,⁠⁠ig,21.683386,cn
zz1tai,2016 spring,7.5,⁠⁠ig,21.410427,cn
zz1tai,2016 summer,7.5,⁠⁠ig,,cn
zz1tai,2017 spring,5.0,⁠⁠ss,19.469208,cn
zz1tai,2017 summer,7.5,⁠⁠ss,20.283077,cn
zz1tai,2018 spring,1.0,⁠⁠rng,,cn
zz1tai,2018 summer,1.0,⁠⁠rng,19.877918,cn
zz1tai,2019 spring,5.5,⁠⁠rng,19.764805,cn
byg97,2022 spring,2.0,⁠⁠tes,,cn
byg97,2022 summer,2.0,⁠⁠tes,22.029858,cn
meteor,2019 spring,9.0,⁠⁠blg,24.639967,cn
meteor,2019 summer,4.0,⁠⁠blg,26.348873,cn
meteor,2020 spring,10.0,⁠⁠blg,25.52639,cn
meteor,2020 summer,12.0,⁠⁠blg,24.681263,cn
meteor,2021 spring,11.0,⁠⁠blg,24.46695,cn
meteor,2023 spring,14.0,⁠⁠lgd,20.494307,cn
smlz,2014 summer,8.0,⁠⁠we.a,,cn
smlz,2015 spring,10.5,⁠⁠m3,,cn
smlz,2015 summer,8.0,⁠⁠m3,19.342365,cn
smlz,2016 spring,5.0,⁠⁠omg,19.152332,cn
smlz,2016 summer,6.0,⁠⁠omg,,cn
smlz,2017 spring,4.0,⁠⁠omg,19.2317,cn
smlz,2017 summer,3.0,⁠⁠omg,20.183521,cn
smlz,2018 spring,3.0,⁠⁠rw,19.654114,cn
smlz,2018 summer,2.0,⁠⁠rw,21.029129,cn
smlz,2019 spring,10.0,⁠⁠sn,19.51625,cn
smlz,2019 summer,7.5,⁠⁠sn,20.06778,cn
smlz,2020 spring,12.0,⁠⁠omg,19.898735,cn
smlz,2020 summer,14.0,⁠⁠omg,20.585411,cn
smlz,2021 summer,15.0,⁠⁠up,20.715763,cn
smlz,2022 summer,17.0,⁠⁠we,20.113476,cn
styz,2014 spring,5.0,⁠⁠lgd,,cn
styz,2015 spring,8.0,⁠⁠we,22.707756,cn
styz,2016 summer,6.0,⁠⁠sat,,cn
cola_(jiang_nan),2014 summer,2.0,⁠⁠shr,,cn
cola_(jiang_nan),2015 spring,10.5,⁠⁠shr,,cn
cola_(jiang_nan),2015 summer,10.5,⁠⁠kng,20.17786,cn
letme,2015 spring,10.5,⁠⁠gt,19.88925,cn
letme,2015 summer,10.5,⁠⁠rng,20.733063,cn
letme,2016 spring,1.0,⁠⁠rng,19.864132,cn
letme,2017 spring,2.0,⁠⁠rng,20.28247,cn
letme,2017 summer,2.0,⁠⁠rng,20.345533,cn
letme,2018 spring,1.0,⁠⁠rng,19.73098,cn
letme,2018 summer,1.0,⁠⁠rng,20.531961,cn
inori,2016 summer,8.0,⁠⁠p1,26.713722,na
inori,2017 spring,3.0,⁠⁠p1,24.781525,na
inori,2017 summer,9.0,⁠⁠tl,,na
miwi,2014 spring,3.5,⁠⁠nwe,,na
adrian_(adrian_ma),2015 spring,4.0,⁠⁠tip,19.369913,na
adrian_(adrian_ma),2015 summer,3.0,⁠⁠tip,,na
adrian_(adrian_ma),2016 spring,3.0,⁠⁠imt,20.65873,na
adrian_(adrian_ma),2016 summer,2.0,⁠⁠imt,20.730072,na
adrian_(adrian_ma),2017 spring,9.0,⁠⁠tl,19.93668,na
adrian_(adrian_ma),2017 summer,4.0,⁠⁠dig,,na
adrian_(adrian_ma),2018 spring,3.0,⁠⁠fox,19.954113,na
adrian_(adrian_ma),2018 summer,4.0,⁠⁠fox,21.174862,na
neo_(toàn_trần),2019 spring,7.0,⁠⁠opt,22.45219,na
neo_(toàn_trần),2021 spring,5.0,⁠⁠dig,21.594433,na
neo_(toàn_trần),2021 summer,7.5,⁠⁠dig,23.604132,na
neo_(toàn_trần),2022 spring,7.0,⁠⁠dig,22.7086,na
neo_(toàn_trần),2022 summer,10.0,⁠⁠dig,25.028282,na
neo_(toàn_trần),2023 spring,7.0,⁠⁠tsm,23.10735,na
licorice,2018 spring,5.5,⁠⁠c9,22.225842,na
licorice,2018 summer,1.0,⁠⁠c9,23.7289,na
licorice,2019 spring,3.0,⁠⁠c9,23.217865,na
licorice,2019 summer,2.0,⁠⁠c9,22.094875,na
licorice,2020 spring,1.0,⁠⁠c9,22.406988,na
licorice,2020 summer,4.0,⁠⁠c9,20.482656,na
licorice,2021 spring,8.0,⁠⁠fly,23.538078,na
